醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日,URL,latitude,longitude
543010019,國軍高雄總醫院屏東分院附設民眾診療服務處,醫院,08 -7560756,屏東縣屏東市大湖路58巷22號,高屏業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,兒科,骨科,精神科,牙科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,急診24小時服務,10013,1995/03/01,https://www.google.com/maps/place?q=屏東縣屏東市大湖路58巷22號,120.48511867530233,22.63336877
544010031,三軍總醫院澎湖分院附設民眾診療服務處,綜合醫院,06 -9211116,澎湖縣馬公市前寮里90號,高屏業務組,地區醫院,"安寧居家療護(乙類),復健－物理治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,神經科,精神科,整形外科,職業醫學科,急診醫學科,牙科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10016,1995/10/07,https://www.google.com/maps/place?q=澎湖縣馬公市前寮里90號,119.58094477533001,23.55453227
633030010,臺北榮民總醫院新竹分院,綜合醫院,03 -5962134,新竹縣竹東鎮中豐路1段81號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,婦女乳房檢查,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,神經科,精神科,復健科,急診醫學科,牙科,中醫一般科,麻醉科,放射線科,病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診24小時服務,10004,1995/03/01,https://www.google.com/maps/place?q=新竹縣竹東鎮中豐路1段81號,121.09675077536639,24.722857878
634030014,臺北榮民總醫院蘇澳分院,綜合醫院,03 -9905106,宜蘭縣蘇澳鎮蘇濱路1段301號、中山路1段439號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,精神病患者居家照護,精神科日間住院治療,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,骨科,眼科,神經科,精神科,復健科,急診醫學科,麻醉科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,蘇澳院本部提供24小時急診服務。週六看診10／及10／21腎臟內科僅限約診,10002,1995/03/01,https://www.google.com/maps/place?q=宜蘭縣蘇澳鎮蘇濱路1段301號、中山路1段439號,121.75022304482646,24.54347021
634070018,臺北榮民總醫院員山分院,綜合醫院,03 -9222141,宜蘭縣員山鄉榮光路386號、宜蘭縣宜蘭市林森路1號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,神經科,精神科,復健科,牙科,中醫一般科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,員山院區提供24小時急診服務,10002,1995/03/01,https://www.google.com/maps/place?q=宜蘭縣員山鄉榮光路386號、宜蘭縣宜蘭市林森路1號,121.68153229933509,24.736124920
638020014,臺中榮民總醫院埔里分院,綜合醫院,049-2990833,南投縣埔里鎮蜈蚣里榮光路1號,中區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,居家照護,分娩,精神病患者居家照護,兒童牙齒預防保健,婦女乳房檢查,精神科日間住院治療,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,神經科,精神科,復健科,職業醫學科,急診醫學科,牙科,中醫一般科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10008,1995/03/01,https://www.google.com/maps/place?q=南投縣埔里鎮蜈蚣里榮光路1號,120.99175627534296,23.97869377
640140012,臺中榮民總醫院灣橋分院,醫院,05 -2791072,嘉義縣竹崎鄉灣橋村石麻園38號,南區業務組,地區醫院,"安寧居家療護(乙類),復健－物理治療業務,復健－職能治療業務,安寧居家療護(甲類),門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,兒科,婦產科,精神科,復健科,牙科,中醫一般科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,每天有24小時急診65歲以上優免掛號費,10010,1995/03/01,https://www.google.com/maps/place?q=嘉義縣竹崎鄉灣橋村石麻園38號,120.50394047532801,23.48769217
641310018,高雄榮民總醫院臺南分院,綜合醫院,06 -3125101,臺南市永康區復興里復興路427號,南區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,眼科,神經科,精神科,復健科,急診醫學科,牙科,中醫一般科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,急診每日24小時全年不打烊,10021,1995/03/01,https://www.google.com/maps/place?q=臺南市永康區復興里復興路427號,120.23778017531315,22.997059479
643010011,屏東榮民總醫院,綜合醫院,08 -7557885,屏東縣屏東市崇武里榮總東路1號,高屏業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","不分科,家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,復健科,職業醫學科,急診醫學科,牙科,牙髓病科,中醫一般科,麻醉科,放射線科,核子醫學科,放射腫瘤科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,112年本院國慶日連續假期10／10全日停診並提供急診服務，10／07（六）、10／09（一）正常開診,10013,2022/10/14,https://www.google.com/maps/place?q=屏東縣屏東市崇武里榮總東路1號,120.47617707530316,22.66319797
643130018,屏東榮民總醫院龍泉分院,綜合醫院,08 -7704115,屏東縣內埔鄉龍潭村昭勝路安平一巷1號,高屏業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,精神病患者居家照護,兒童牙齒預防保健,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,婦產科,骨科,泌尿科,神經科,精神科,復健科,急診醫學科,牙科,中醫一般科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,本院於109年10月1日起夜診服務僅有週三的眼科。急診24小時正常服務,10013,1995/03/01,https://www.google.com/maps/place?q=屏東縣內埔鄉龍潭村昭勝路安平一巷1號,120.59649117530363,22.67449747
645020015,臺北榮民總醫院鳳林分院,醫院,03 -8764539,花蓮縣鳳林鎮鳳信里中正路1段2號,東區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,精神病患者居家照護,兒童牙齒預防保健,精神科日間住院治療","不分科,內科,外科,泌尿科,眼科,精神科,整形外科,急診醫學科,洗腎科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10015,1995/03/01,https://www.google.com/maps/place?q=花蓮縣鳳林鎮鳳信里中正路1段2號,121.44478337533579,23.743181178
645030011,臺北榮民總醫院玉里分院,精神科醫院,03 -8883141,花蓮縣玉里鎮泰昌里新興街91號,東區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,住院安寧療護,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,精神病患者居家照護,兒童牙齒預防保健,精神科日間住院治療,口腔黏膜檢查,定量免疫法糞便潛血檢查","不分科,家醫科,內科,外科,兒科,婦產科,骨科,神經科,精神科,復健科,急診醫學科,牙科,中醫一般科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10015,1995/03/01,https://www.google.com/maps/place?q=花蓮縣玉里鎮泰昌里新興街91號,121.30946667532326,23.339209178
646010013,臺北榮民總醫院臺東分院,醫院,089-222995,臺東縣臺東市南榮里更生路1000號,東區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,住院安寧療護,安寧居家療護(甲類),門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,精神病患者居家照護,兒童牙齒預防保健,精神科日間住院治療,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,耳鼻喉科,精神科,復健科,中醫一般科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,本院急診全天24小時提供醫療服務,10014,1995/03/01,https://www.google.com/maps/place?q=臺東縣臺東市南榮里更生路1000號,121.12999547530647,22.77234297
701160518,臺北市立關渡醫院-委託臺北榮民總醫院經營,慢性醫院,02 -28587000,臺北市北投區知行路225巷12號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,住院安寧療護,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,兒童牙齒預防保健,精神科日間住院治療,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,神經科,精神科,復健科,牙科,中醫一般科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,本院急診全年提供服務（服務時間:上午8時至夜間10時）,63000,2000/07/18,https://www.google.com/maps/place?q=臺北市北投區知行路225巷12號,121.46356197537926,25.12035777
717070516,法務部矯正署臺中監獄附設培德醫院,醫院,04 -23864341,臺中市南屯區培德路九號,中區業務組,地區醫院,"門診診療,住院診療,血液透析,成人預防保健,定量免疫法糞便潛血檢查","內科,外科,精神科,牙科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,晚上及周六、日急門診掛號費$150元,66000,2012/11/15,https://www.google.com/maps/place?q=臺中市南屯區培德路九號,120.59114944269926,24.142224313
901020013,中山醫療社團法人中山醫院,綜合醫院,02 -27081166,臺北市大安區仁愛路4段112巷11號,臺北業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,復健科,整形外科,牙科,麻醉科,放射腫瘤科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,2007/01/01,https://www.google.com/maps/place?q=臺北市大安區仁愛路4段112巷11號,121.54735397537657,25.03651497
901180023,郵政醫院（委託中英醫療社團法人經營）,醫院,02 -23956755,臺北市中正區福州街14號,臺北業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,骨科,泌尿科,眼科,皮膚科,神經科,復健科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上看診,-,63000,2015/08/13,https://www.google.com/maps/place?q=臺北市中正區福州街14號,121.51625187537634,25.02859427
901190010,西園醫療社團法人西園醫院,綜合醫院,02 -23076968,臺北市萬華區西園路2段266～274號、185、187號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,婦女乳房檢查,腹膜透析業務,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,急診醫學科,牙科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,2018/06/01,https://www.google.com/maps/place?q=臺北市萬華區西園路2段266～274號、185、187號,121.4919652753763,25.027787677
903150014,林新醫療社團法人烏日林新醫院,綜合醫院,04 -23388766,臺中市烏日區榮和路168號,中區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,神經科,精神科,復健科,急診醫學科,牙科,中醫一般科,麻醉科,放射腫瘤科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診24小時由主治醫師全天候服務且全年無休。國定假日全天提供門診服務,66000,2017/03/01,https://www.google.com/maps/place?q=臺中市烏日區榮和路168號,120.59567517534714,24.10944737
905290020,吉安醫療社團法人吉安醫院,醫院,06 -6025115,臺南市關廟區花園里中正路435號1、2樓,南區業務組,地區醫院,"門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10021,2019/10/18,https://www.google.com/maps/place?q=臺南市關廟區花園里中正路435號1、2樓,120.3419168753122,22.966997179
905320014,仁愛醫療社團法人仁愛醫院,醫院,06 -2213111,臺南市東區北門路1段10號及北門路1段30巷16號,南區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,成人預防保健,定量免疫法糞便潛血檢查","內科,神經科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上看診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10021,2013/07/21,https://www.google.com/maps/place?q=臺南市東區北門路1段10號及北門路1段30巷16號,120.21031167531316,22.99890027
907120012,燕巢靜和醫療社團法人燕巢靜和醫院,精神科醫院,07 -6156555,高雄市燕巢區深水路3之20號Ｂ1－3．5樓,高屏業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,成人預防保健,精神病患者居家照護","精神科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,64000,2014/01/16,https://www.google.com/maps/place?q=高雄市燕巢區深水路3之20號Ｂ1－3．5樓,120.4138328753067,22.7816251793
907320012,愛仁醫療社團法人愛仁醫院,醫院,07 -3115159,高雄市三民區民族一路45號1樓至4樓及49．51號1樓至4樓,高屏業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,骨科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,2012/03/19,https://www.google.com/maps/place?q=高雄市三民區民族一路45號1樓至4樓及49．51號1樓至4樓,120.31128807530261,22.641701279
931060016,新仁醫療社團法人新仁醫院,醫院,02 -22017212,新北市新莊區中正路395號、福海街24巷1號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,65000,2011/06/01,https://www.google.com/maps/place?q=新北市新莊區中正路395號、福海街24巷1號,121.4429238753765,25.0343423778
931090014,永聖醫療社團法人文化醫院,醫院,02 -26732885,新北市三峽區介壽路1段199號,臺北業務組,地區醫院,"門診診療,住院診療,成人預防保健",內科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,65000,2008/02/21,https://www.google.com/maps/place?q=新北市三峽區介壽路1段199號,121.37576867537314,24.930714377
931100015,北新醫療社團法人北新醫院,精神科醫院,02 -26209199,新北市淡水區忠寮里演戲埔腳1之2號,臺北業務組,地區醫院,"門診診療,住院診療",精神科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,2016/08/11,https://www.google.com/maps/place?q=新北市淡水區忠寮里演戲埔腳1之2號,121.47289837538159,25.193686277
932020016,宏其醫療社團法人宏其婦幼醫院,醫院,03 -4618888,桃園市中壢區元化路223號,北區業務組,地區醫院,"門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","兒科,婦產科,麻醉科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,24小時接生服務,68000,2007/12/21,https://www.google.com/maps/place?q=桃園市中壢區元化路223號,121.2244572753742,24.96113917786
932020034,新國民醫療社團法人新國民醫院,醫院,03 -4225180,桃園市中壢區復興路152號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,復健科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,請以本院官方網站公告為準(http://www.skmh.com.tw/),68000,2017/12/29,https://www.google.com/maps/place?q=桃園市中壢區復興路152號,121.22082377537403,24.954204377
933010014,培靈醫療社團法人關西醫院,精神科醫院,03 -5476399,新竹縣關西鎮新富里11鄰石門33－1號,北區業務組,地區醫院,"門診診療,住院診療,精神病患者居家照護","家醫科,精神科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,10004,2015/11/01,https://www.google.com/maps/place?q=新竹縣關西鎮新富里11鄰石門33－1號,121.18744477536764,24.757008377
